"file","header","type","fid","unitId","unitName","bandTop","bandBottom","note"
"Screenshot_20260712_214138_WH 40K.jpg","MALIGNANT PLAGUE""... Q","unit","DG","000001044","Plague Marines","368","2784","fuzzy rel=0"
"Screenshot_20260712_214142_WH 40K.jpg","MIASMIC","unit","DG","000002462","Miasmic Malignifier","368","2784","outside context CD"
"Screenshot_20260712_214147_WH 40K.jpg","MORTARION","unit","DG","000001377","Mortarion","368","2784","outside context CD"
"Screenshot_20260712_214151_WH 40K.jpg","MWHITIC BLIGHT-HAU...","unit","DG","000001374","Myphitic Blight-hauler","368","2784","fuzzy rel=0.17"
"Screenshot_20260712_214153_WH 40K.jpg","NOXIOUS Q","unit","DG","000001058","Noxious Blightbringer","368","2784","fuzzy rel=0"
"Screenshot_20260712_214156_WH 40K.jpg","NURGLINGS","unit","CD","000001133","Nurglings","368","2784",""
"Screenshot_20260712_214158_WH 40K.jpg","PLAGUEBEARERS","unit","CD","000001132","Plaguebearers","368","2784",""
"Screenshot_20260712_214200_WH 40K.jpg","PLAGUE DRONES","unit","CD","000001135","Plague Drones","368","2784",""
"Screenshot_20260712_214202_WH 40K.jpg","RAWLER Q","unit","CSM","000001586","Venomcrawler","368","2784","fuzzy rel=0"
"Screenshot_20260712_214206_WH 40K.jpg","PLAGUE MARINES","unit","DG","000001044","Plague Marines","368","2784","outside context CD"
"Screenshot_20260712_214208_WH 40K.jpg","PLAGUE SURGEON","unit","DG","000001369","Plague Surgeon","368","2784","outside context CD"
"Screenshot_20260712_214210_WH 40K.jpg","POKWALKERS","unit","DG","000001056","Poxwalkers","368","2784","fuzzy2 rel=0.1"
"Screenshot_20260712_214213_WH 40K.jpg","ROTIGUS","unit","CD","000001465","Rotigus","368","2784",""
"Screenshot_20260712_214215_WH 40K.jpg","TALLYMAN","unit","DG","000001370","Tallyman","368","2784","outside context CD"
"Screenshot_20260712_214218_WH 40K.jpg","TYPHUS","unit","DG","000001053","Typhus","368","2784","outside context CD"
"Screenshot_20260712_214227_WH 40K.jpg","DEATHWATCH","unit","SM","000002783","Deathwatch Veterans","432","448","outside context CD"
"Screenshot_20260712_214232_WH 40K.jpg","ORVUS BLACKSTAR","unit","SM","000000358","Corvus Blackstar","368","1088","fuzzy rel=0.06"
"Screenshot_20260712_214234_WH 40K.jpg","DECIMUS KILL TEAM","unit","SM","000004175","Decimus Kill Team","368","1472","outside context CD"
"Screenshot_20260712_214236_WH 40K.jpg","DEATHWATCH TERMINI... Q","cover","SM","","","368","1088",""
"Screenshot_20260712_214238_WH 40K.jpg","DEATHWATCH VETERANS Q","unit","SM","000002783","Deathwatch Veterans","368","1088",""
"Screenshot_20260712_214241_WH 40K.jpg","FORTIS KILL TEAM","unit","SM","000002780","Fortis Kill Team","368","1088",""
"Screenshot_20260712_214244_WH 40K.jpg","","unit","SM","000002781","Indomitor Kill Team","368","1088","vision"
"Screenshot_20260712_214246_WH 40K.jpg","SPECTRUS KILL TEAM","unit","SM","000002779","Spectrus Kill Team","368","1088",""
"Screenshot_20260712_214249_WH 40K.jpg","TALONSTRIKE KILL TEAM Q","unit","SM","000003874","Talonstrike Kill Team","368","1472",""
"Screenshot_20260712_214252_WH 40K.jpg","wnrcH CAPTAIN ARTE...","unit","SM","000000073","Captain","368","1088","fuzzy rel=0"
"Screenshot_20260712_214255_WH 40K.jpg","wnrcH MASTER","unit","CD","000001455","Bloodmaster","368","1088","fuzzy rel=0"
"Screenshot_20260712_214308_WH 40K.jpg","ODEX: DRUKHARI","cover","DRU","","","384","928","fuzzy"
"Screenshot_20260712_214312_WH 40K.jpg","ARCHON","unit","DRU","000000634","Archon","368","2784","outside context SM"
"Screenshot_20260712_214313_WH 40K.jpg","RONOS","unit","DRU","000000664","Cronos","368","2784","fuzzy rel=0.17"
"Screenshot_20260712_214315_WH 40K.jpg","DRAZHAR","unit","DRU","000000643","Drazhar","368","2784","outside context SM"
"Screenshot_20260712_214317_WH 40K.jpg","HAEMONCULUS","unit","DRU","000000641","Haemonculus","368","2784","outside context SM"
"Screenshot_20260712_214320_WH 40K.jpg","HAND OF THE ARCHON","unit","DRU","000004156","Hand of the Archon","368","2784","outside context SM"
"Screenshot_20260712_214321_WH 40K.jpg","INCUBI","unit","DRU","000000648","Incubi","368","2784","outside context SM"
"Screenshot_20260712_214334_WH 40K.jpg","HELLIONS","unit","DRU","000000659","Hellions","368","2784","outside context SM"
"Screenshot_20260712_214337_WH 40K.jpg","wnmns","unit","DRU","000000644","Kabalite Warriors","368","2784","vision"
"Screenshot_20260712_214340_WH 40K.jpg","LADY","unit","DRU","000004155","Lady Malys","368","2784","outside context SM"
"Screenshot_20260712_214343_WH 40K.jpg","HESPER""","unit","DRU","000000640","Lelith Hesperax","368","2784","vision"
"Screenshot_20260712_214345_WH 40K.jpg","MANDRAKES","unit","DRU","000000649","Mandrakes","368","2784","outside context SM"
"Screenshot_20260712_214350_WH 40K.jpg","RAIDER","unit","DRU","000000656","Raider","368","2784","outside context SM"
"Screenshot_20260712_214352_WH 40K.jpg","RAVAGER","unit","DRU","000000665","Ravager","368","2784","outside context SM"
"Screenshot_20260712_214355_WH 40K.jpg","RAZORWING JETFIGHTER","unit","DRU","000000660","Razorwing Jetfighter","368","2784","outside context SM"
"Screenshot_20260712_214357_WH 40K.jpg","REAVERS","unit","DRU","000000658","Reavers","368","2784","outside context SM"
"Screenshot_20260712_214359_WH 40K.jpg","SCOURGES HEAVY... Q","unit","TAU","000000449","Heavy Gun Drones","368","2784","fuzzy rel=0"
"Screenshot_20260712_214401_WH 40K.jpg","SCOURGES WITH SUR...","unit","DRU","000004157","Scourges with Shardcarbines","368","2784","fuzzy rel=0.12"
"Screenshot_20260712_214404_WH 40K.jpg","SUCCUBUS","unit","DRU","000000639","Succubus","368","2784","outside context SM"
"Screenshot_20260712_214407_WH 40K.jpg","TALOS","unit","DRU","000000663","Talos","368","2784","outside context SM"
"Screenshot_20260712_214409_WH 40K.jpg","VENOM","unit","DRU","000000657","Venom","368","2784","outside context SM"
"Screenshot_20260712_214411_WH 40K.jpg","VOIDRAVEN BOMBER","unit","DRU","000000661","Voidraven Bomber","368","2784","outside context SM"
"Screenshot_20260712_214415_WH 40K.jpg","WRACKS","unit","DRU","000000650","Wracks","368","2784","outside context SM"
"Screenshot_20260712_214417_WH 40K.jpg","WYCHES","unit","DRU","000000646","Wyches","368","2784","outside context SM"
"Screenshot_20260712_214426_WH 40K.jpg","ODEX: EMPEROR'S CH... Q","cover","EC","","","368","928","fuzzy"
"Screenshot_20260712_214429_WH 40K.jpg","uos LAND RAIDER","unit","CSM","000003610","Land Raider Achilles","368","2784","csm sweep"
"Screenshot_20260712_214430_WH 40K.jpg","HAOS RHINO","cover","CD","","","368","2784",""
"Screenshot_20260712_214432_WH 40K.jpg","HAOS SPAWN","cover","CD","","","368","2784",""
"Screenshot_20260712_214434_WH 40K.jpg","uos TERMINATORS","unit","TS","000001035","Scarab Occult Terminators","368","2784","fuzzy rel=0"
"Screenshot_20260712_214437_WH 40K.jpg","DAEMONETTES","unit","CD","000001142","Daemonettes","368","2784",""
"Screenshot_20260712_214439_WH 40K.jpg","DAEMON PRINCE OF","unit","CD","000001149","Daemon Prince of Chaos","368","2784",""
"Screenshot_20260712_214442_WH 40K.jpg","DAEMON PRINCE OF","unit","CD","000001149","Daemon Prince of Chaos","368","2784",""
"Screenshot_20260712_214444_WH 40K.jpg","FIENDS","unit","CD","000001143","Fiends","368","2784",""
"Screenshot_20260712_214446_WH 40K.jpg","FLAWLESS BLADES","unit","EC","000004089","Flawless Blades","368","2784","outside context CD"
"Screenshot_20260712_214453_WH 40K.jpg","FULGRIM","unit","EC","000004077","Fulgrim","368","2784","outside context CD"
"Screenshot_20260712_214455_WH 40K.jpg","","unit","EC","000004092","Heldrake","368","2784","vision"
"Screenshot_20260712_214457_WH 40K.jpg","INFRACTORS","unit","EC","000004080","Infractors","368","2784","outside context CD"
"Screenshot_20260712_214459_WH 40K.jpg","KEEPER OF SECRETS","unit","CD","000001137","Keeper Of Secrets","368","2784",""
"Screenshot_20260712_214502_WH 40K.jpg","LORD","unit","CD","000001120","Lord of Change","368","2784",""
"Screenshot_20260712_214504_WH 40K.jpg","LORD KAKOPHONIST","unit","EC","000004084","Lord Kakophonist","368","2784","outside context CD"
"Screenshot_20260712_214506_WH 40K.jpg","LUCIUS THE ETERNAL","unit","EC","000004083","Lucius the Eternal","368","2784","outside context CD"
"Screenshot_20260712_214509_WH 40K.jpg","MAULERFIEND","unit","CSM","000000968","Maulerfiend","368","2784","outside context CD"
"Screenshot_20260712_214511_WH 40K.jpg","NOISE MARINES","unit","CSM","000004099","Noise Marines","368","2784","outside context CD"
"Screenshot_20260712_214513_WH 40K.jpg","SEEKERS","unit","CD","000001145","Seekers","368","2784",""
"Screenshot_20260712_214515_WH 40K.jpg","","unit","CD","000001648","Shalaxi Helbane","368","2784","vision"
"Screenshot_20260712_214518_WH 40K.jpg","","unit","EC","000004208","Defiler","368","2784","vision"
"Screenshot_20260712_214521_WH 40K.jpg","SORCERER","unit","CD","000004068","Sorcerer","368","2784",""
"Screenshot_20260712_214523_WH 40K.jpg","TORMENTORS","unit","EC","000004079","Tormentors","368","2784","outside context CD"
"Screenshot_20260712_214536_WH 40K.jpg","ODEX: GENESTEALER Q","cover","GC","","","368","912","fuzzy"
"Screenshot_20260712_214540_WH 40K.jpg","ABERRANTS","unit","GC","000000514","Aberrants","368","2784","outside context CD"
"Screenshot_20260712_214542_WH 40K.jpg","ABOMINANT","unit","GC","000001546","Abominant","368","2784","outside context CD"
"Screenshot_20260712_214544_WH 40K.jpg","ACHILLES RIDGERUNNERS Q","unit","GC","000001573","Achilles Ridgerunners","368","2784","outside context CD"
"Screenshot_20260712_214546_WH 40K.jpg","ACOLYTE WIT...","unit","GC","000000510","Acolyte Iconward","368","2784","fuzzy rel=0.27"
"Screenshot_20260712_214549_WH 40K.jpg","ACOLYTE WIT...","unit","GC","000000510","Acolyte Iconward","368","2784","fuzzy rel=0.27"
"Screenshot_20260712_214551_WH 40K.jpg","ACOLYTE Icownn","unit","GC","000000510","Acolyte Iconward","368","2784","fuzzy rel=0.21"
"Screenshot_20260712_214557_WH 40K.jpg","JACKALS","unit","GC","000001565","Jackal Alphus","368","2784","fuzzy rel=0.14"
"Screenshot_20260712_214600_WH 40K.jpg","BENEFICTUS","unit","GC","000003715","Benefictus","368","2784","outside context CD"
"Screenshot_20260712_214602_WH 40K.jpg","BIOPHAGUS","unit","GC","000001572","Biophagus","368","2784","outside context CD"
"Screenshot_20260712_214605_WH 40K.jpg","LAMAVUS","unit","GC","000001567","Clamavus","368","2784","fuzzy rel=0.12"
"Screenshot_20260712_214607_WH 40K.jpg","GOLIATH ROCKGRINDER","unit","GC","000000521","Goliath Rockgrinder","368","2784","outside context CD"
"Screenshot_20260712_214618_WH 40K.jpg","GOLIATH TRUCK","unit","GC","000000516","Goliath Truck","368","2784","outside context CD"
"Screenshot_20260712_214620_WH 40K.jpg","METAMORPHS","unit","GC","000000513","Hybrid Metamorphs","368","2784","fuzzy rel=0"
"Screenshot_20260712_214622_WH 40K.jpg","JACKAL","unit","GC","000001565","Jackal Alphus","368","2784","outside context CD"
"Screenshot_20260712_214625_WH 40K.jpg","KELERMORPH","unit","GC","000001570","Kelermorph","368","2784","outside context CD"
"Screenshot_20260712_214627_WH 40K.jpg","LOCUS","unit","GC","000001568","Locus","368","2784","outside context CD"
"Screenshot_20260712_214633_WH 40K.jpg","MAGUS","unit","GC","000000508","Magus","368","2784","outside context CD"
"Screenshot_20260712_214636_WH 40K.jpg","NEOPHYTE","unit","GC","000000512","Neophyte Hybrids","368","2784","outside context CD"
"Screenshot_20260712_214638_WH 40K.jpg","NEKOS","unit","GC","000001571","Nexos","368","2784","vision"
"Screenshot_20260712_214640_WH 40K.jpg","PATRIARCH","unit","GC","000000507","Patriarch","368","2784","outside context CD"
"Screenshot_20260712_214642_WH 40K.jpg","PRIMUS","unit","GC","000000509","Primus","368","2784","outside context CD"
"Screenshot_20260712_214645_WH 40K.jpg","GENEST""... Q","cover","GC","","","368","2784",""
"Screenshot_20260712_214646_WH 40K.jpg","REDUCTUS SABOTEUR","unit","GC","000002525","Reductus Saboteur","368","2784",""
"Screenshot_20260712_214651_WH 40K.jpg","SANCTUS","unit","GC","000001569","Sanctus","368","2784",""
"Screenshot_20260712_214702_WH 40K.jpg","ODEX: GREY KNIGHTS","cover","GK","","","368","880","fuzzy"
"Screenshot_20260712_214705_WH 40K.jpg","BROTHER-CAPTAIN","unit","GK","000000376","Brother-captain","368","2784","outside context GC"
"Screenshot_20260712_214707_WH 40K.jpg","BROTHERHOOD CHAM""... Q","unit","GK","000000379","Brotherhood Champion","368","2784","fuzzy rel=0"
"Screenshot_20260712_214708_WH 40K.jpg","BROTHERHOOD CHAPLAIN Q","unit","GK","000001362","Brotherhood Chaplain","368","2784","outside context GC"
"Screenshot_20260712_214710_WH 40K.jpg","BROTHERHOOD LIBRAN... Q","unit","GK","000001361","Brotherhood Librarian","368","2784","fuzzy rel=0.06"
"Screenshot_20260712_214713_WH 40K.jpg","BROTHERHOOD TECH""... Q","unit","GK","000000399","Brotherhood Techmarine","368","2784","fuzzy rel=0"
"Screenshot_20260712_214714_WH 40K.jpg","BROTHERHOOD TERMIN... Q","unit","GK","000000382","Brotherhood Terminator Squad","368","2784","fuzzy rel=0"
"Screenshot_20260712_214716_WH 40K.jpg","ASTELLAN CROWE","unit","GK","000000380","Castellan Crowe","368","2784","fuzzy rel=0.07"
"Screenshot_20260712_214718_WH 40K.jpg","GRAND MASTER","unit","GK","000000375","Grand Master","368","2784","outside context GC"
"Screenshot_20260712_214728_WH 40K.jpg","GRAND MASTER IN NE...","unit","GK","000001360","Grand Master In Nemesis Dreadknight","368","2784","outside context GC"
"Screenshot_20260712_214731_WH 40K.jpg","GRAND MASTER VOLDUS Q","unit","GK","000000375","Grand Master","368","2784","outside context GC"
"Screenshot_20260712_214733_WH 40K.jpg","INTERCEPTOR SQUAD","unit","GK","000000387","Interceptor Squad","368","2784","outside context GC"
"Screenshot_20260712_214734_WH 40K.jpg","LAND RAIDER","unit","SM","000000065","Land Raider","368","2784","outside context GC"
"Screenshot_20260712_214737_WH 40K.jpg","LAND RAIDER CRUSADER Q","unit","GK","000000391","Land Raider","368","2784","outside context GC"
"Screenshot_20260712_214739_WH 40K.jpg","LAND RAIDER REDEEMER","unit","GK","000000393","Land Raider Redeemer","368","2784","outside context GC"
"Screenshot_20260712_214746_WH 40K.jpg","NEMESIS","unit","CSM","000003876","Nemesis Claw","368","2784","outside context GC"
"Screenshot_20260712_214748_WH 40K.jpg","PALADIN SQUAD","unit","GK","000000384","Paladin Squad","368","2784","outside context GC"
"Screenshot_20260712_214750_WH 40K.jpg","PURGATION SQUAD","unit","GK","000000388","Purgation Squad","368","2784","outside context GC"
"Screenshot_20260712_214753_WH 40K.jpg","PURIFIER SQUAD","unit","GK","000000383","Purifier Squad","368","2784","outside context GC"
"Screenshot_20260712_214755_WH 40K.jpg","RAZORBACK","unit","GK","000000395","Razorback","368","2784","outside context GC"
"Screenshot_20260712_214757_WH 40K.jpg","RHINO","unit","GK","000000396","Rhino","368","2784","outside context GC"
"Screenshot_20260712_214759_WH 40K.jpg","STRIKE SQUAD","unit","GK","000000381","Strike Squad","368","2784","outside context GC"
"Screenshot_20260712_214801_WH 40K.jpg","STORMHAWK INTERCEP...","unit","GK","000001363","Stormhawk Interceptor","368","2784","outside context GC"
"Screenshot_20260712_214803_WH 40K.jpg","STORMRAVEN GUNSHIP","unit","GK","000000398","Stormraven Gunship","368","2784","outside context GC"
"Screenshot_20260712_214805_WH 40K.jpg","STORMTALON GUNSHIP Q","unit","GK","000001364","Stormtalon Gunship","368","2784","outside context GC"
"Screenshot_20260712_214807_WH 40K.jpg","VENERABLE DREADNOU...","unit","GK","000000400","Venerable Dreadnought","368","2784","outside context GC"
"Screenshot_20260712_214832_WH 40K.jpg","ODEX: IMPERIAL AGE...","cover","AoI","","","400","848","fuzzy"
"Screenshot_20260712_214834_WH 40K.jpg","AQUILA KILL TEAM","unit","AoI","000004174","Aquila Kill Team","384","2784","outside context GC"
"Screenshot_20260712_214836_WH 40K.jpg","ALLIDUS ASSASSIN","unit","AoI","000000873","Culexus Assassin","368","2784","fuzzy rel=0"
"Screenshot_20260712_214838_WH 40K.jpg","ORVUS BLACKSTAR","unit","AoI","000003817","Corvus Blackstar","368","2784","fuzzy rel=0.06"
"Screenshot_20260712_214840_WH 40K.jpg","ULEKUS ASSASSIN","unit","AoI","000000873","Culexus Assassin","368","2784","fuzzy rel=0"
"Screenshot_20260712_214843_WH 40K.jpg","DEATHWATCH KILL TEAM Q","unit","AoI","000003816","Deathwatch Kill Team","368","2784","outside context GC"
"Screenshot_20260712_214846_WH 40K.jpg","EVERSOR ASSASSIN","unit","AoI","000000872","Eversor Assassin","368","2784","outside context GC"
"Screenshot_20260712_214848_WH 40K.jpg","EXACTION SQUAD","unit","AoI","000002685","Exaction Squad","368","2784","outside context GC"
"Screenshot_20260712_214850_WH 40K.jpg","GREY KNIGHTS TERMIN...","unit","AoI","000003813","Grey Knights Terminator Squad","368","2784","outside context GC"
"Screenshot_20260712_214852_WH 40K.jpg","IMPERIAL NAVY BREAC...","unit","AoI","000002587","Imperial Navy Breachers","368","2784","outside context GC"
"Screenshot_20260712_214854_WH 40K.jpg","IMPERIAL RHINO","unit","AoI","000003830","Imperial Rhino","368","2784","outside context GC"
"Screenshot_20260712_214856_WH 40K.jpg","INQUISITOR","unit","AoI","000000877","Inquisitor","368","2784","outside context GC"
"Screenshot_20260712_214857_WH 40K.jpg","INQUISITOR COTEAZ","unit","AoI","000000876","Inquisitor Coteaz","368","2784","outside context GC"
"Screenshot_20260712_214900_WH 40K.jpg","INQUISITOR DRAWS","unit","AoI","000000877","Inquisitor","368","2784","outside context GC"
"Screenshot_20260712_214903_WH 40K.jpg","INQUISITOR","unit","AoI","000000877","Inquisitor","368","2784","outside context GC"
"Screenshot_20260712_214905_WH 40K.jpg","INQUISITOR KROYLE","unit","AoI","000004214","Inquisitor Kroyle","368","2784","outside context GC"
"Screenshot_20260712_214907_WH 40K.jpg","INQUISITORIAL AGENTS","unit","AoI","000002767","Inquisitorial Agents","368","2784","outside context GC"
"Screenshot_20260712_214911_WH 40K.jpg","INQUISITORIAL CHIMERA","unit","AoI","000003820","Inquisitorial Chimera","368","2784","outside context GC"
"Screenshot_20260712_214913_WH 40K.jpg","MINISTORUM PRIEST","unit","AM","000001394","Ministorum Priest","368","2784","outside context GC"
"Screenshot_20260712_214915_WH 40K.jpg","NAVIGATOR","unit","AoI","000002765","Navigator","368","2784","outside context GC"
"Screenshot_20260712_214917_WH 40K.jpg","ROGUE TRADER ENTOUR...","unit","AoI","000002762","Rogue Trader Entourage","368","2784","outside context GC"
"Screenshot_20260712_214920_WH 40K.jpg","SANCTIFIERS","unit","AoI","000004074","Sanctifiers","368","1088","outside context GC"
"Screenshot_20260712_214922_WH 40K.jpg","SISTERS OF BATTLE 1M...","unit","AoI","000003819","Sisters of Battle Immolator","368","2784","fuzzy rel=0.05"
"Screenshot_20260712_214924_WH 40K.jpg","SISTERS OF BATTLE SO...","unit","AoI","000003818","Sisters of Battle Squad","368","2784","fuzzy rel=0.05"
"Screenshot_20260712_214926_WH 40K.jpg","SUBDUCTOR SQUAD","unit","AoI","000002684","Subductor Squad","368","2784","outside context GC"
"Screenshot_20260712_214928_WH 40K.jpg","wnrcH CAPTAIN ARTE...","unit","AoI","000003814","Watch Captain Artemis","368","2784","fuzzy rel=0.11"
"Screenshot_20260712_214931_WH 40K.jpg","wnrcH MASTER","unit","CD","000001455","Bloodmaster","368","2784","fuzzy rel=0"
"Screenshot_20260712_214934_WH 40K.jpg","wnrcH MASTER","unit","CD","000001455","Bloodmaster","368","2784","fuzzy rel=0"
"Screenshot_20260712_214936_WH 40K.jpg","VIGILANT SQUAD","unit","AoI","000002683","Vigilant Squad","368","2784","outside context GC"
"Screenshot_20260712_214939_WH 40K.jpg","VINDICARE ASSASSIN","unit","AoI","000000870","Vindicare Assassin","368","2784","outside context GC"
"Screenshot_20260712_214941_WH 40K.jpg","VOIDSMEN-AT-ARMS","unit","AoI","000002509","Voidsmen-at-arms","368","2784","outside context GC"
"Screenshot_20260712_214951_WH 40K.jpg","ODEX: IMPERIAL KNIG... Q","cover","QI","","","368","928","fuzzy"
"Screenshot_20260712_214953_WH 40K.jpg","ARMIGER HELVERIN","unit","QI","000001481","Armiger Helverin","368","2784","outside context GC"
"Screenshot_20260712_214955_WH 40K.jpg","ARMIGER WARGLAIVE","unit","QI","000001482","Armiger Warglaive","368","2784","outside context GC"
"Screenshot_20260712_214957_WH 40K.jpg","ANIS REK","unit","QI","000001484","Canis Rex","368","2784","fuzzy2 rel=0.12"
"Screenshot_20260712_215000_WH 40K.jpg","SIR HEKHTUR","unit","QI","000002770","Sir Hekhtur","368","2784","outside context GC"
"Screenshot_20260712_215002_WH 40K.jpg","KNIGHT CASTELLAN","unit","QI","000001485","Knight Castellan","368","2784","outside context GC"
"Screenshot_20260712_215004_WH 40K.jpg","KNIGHT CRUSADER","unit","QI","000000859","Knight Crusader","368","2784","outside context GC"
"Screenshot_20260712_215006_WH 40K.jpg","KNIGHT DEFENDER","unit","QI","000004149","Knight Defender","368","2784","outside context GC"
"Screenshot_20260712_215008_WH 40K.jpg","KNIGHT DESTRIER","unit","QI","000004213","Knight Destrier","368","2784","outside context GC"
"Screenshot_20260712_215010_WH 40K.jpg","KNIGHT ERRANT","unit","QI","000000856","Knight Errant","368","2784","outside context GC"
"Screenshot_20260712_215012_WH 40K.jpg","KNIGHT GALLANT","unit","QI","000000858","Knight Gallant","368","2784","outside context GC"
"Screenshot_20260712_215014_WH 40K.jpg","KNIGHT PRECEPTOR","unit","QI","000001483","Knight Preceptor","368","2784","outside context GC"
"Screenshot_20260712_215025_WH 40K.jpg","KNIGHT PRECEPTOR","unit","QI","000001483","Knight Preceptor","368","2784","outside context GC"
"Screenshot_20260712_215028_WH 40K.jpg","KNIGHT VALIANT","unit","QI","000001486","Knight Valiant","368","2784","outside context GC"
"Screenshot_20260712_215031_WH 40K.jpg","WARDEN","unit","SM","000004188","Wardens of Ultramar","368","2784","outside context GC"
"Screenshot_20260712_215041_WH 40K.jpg","ODEX: LEAGUES OF VO... Q","cover","LoV","","","384","912","fuzzy"
"Screenshot_20260712_215044_WH 40K.jpg","EVALUATOR Q","unit","LoV","000004142","Arkanyst Evaluator","368","2784","fuzzy2 rel=0"
"Screenshot_20260712_215045_WH 40K.jpg","STORNBRÖW","unit","LoV","000004201","Berehk Stornbröw","368","2784","fuzzy rel=0"
"Screenshot_20260712_215047_WH 40K.jpg","IRON-MASTER Q","unit","CD","000001455","Bloodmaster","368","2784","fuzzy rel=0"
"Screenshot_20260712_215049_WH 40K.jpg","","unit","LoV","000002603","Brôkhyr Thunderkyn","368","2784","vision"
"Screenshot_20260712_215053_WH 40K.jpg","AEGNIRSSEN","unit","LoV","000004140","Buri Aegnirssen","368","2784","fuzzy2 rel=0"
"Screenshot_20260712_215054_WH 40K.jpg","THONIAN BESERKS","unit","LoV","000002600","Cthonian Beserks","368","2784","fuzzy rel=0.06"
"Screenshot_20260712_215056_WH 40K.jpg","THONIAN EARTHSHAKE... Q","unit","LoV","000004145","Cthonian Earthshakers","368","2784","fuzzy rel=0.11"
"Screenshot_20260712_215059_WH 40K.jpg","HAMPION","unit","AC","000002518","Blade Champion","368","2784","fuzzy rel=0"
"Screenshot_20260712_215101_WH 40K.jpg","","unit","LoV","000002599","Einhyr Hearthguard","368","2784","vision"
"Screenshot_20260712_215103_WH 40K.jpg","GRIMNYR","unit","LoV","000002596","Grimnyr","368","2784","outside context GC"
"Screenshot_20260712_215106_WH 40K.jpg","wnmons","unit","LoV","000002598","Hearthkyn Warriors","368","2784","vision"
"Screenshot_20260712_215108_WH 40K.jpg","HEKATON LAND FORT""...","unit","LoV","000002604","Hekaton Land Fortress","368","2784","outside context GC"
"Screenshot_20260712_215111_WH 40K.jpg","PIONEERS","unit","LoV","000002601","Hernkyn Pioneers","368","2784","fuzzy2 rel=0"
"Screenshot_20260712_215113_WH 40K.jpg","","unit","LoV","000003710","Hernkyn Yaegirs","368","2784","vision"
"Screenshot_20260712_215115_WH 40K.jpg","IRONKIN STEELJACKS","unit","LoV","000004144","Ironkin Steeljacks with Melee Weapons","368","2784","outside context GC"
"Screenshot_20260712_215117_WH 40K.jpg","IRONKIN STEELJACKS","unit","LoV","000004144","Ironkin Steeljacks with Melee Weapons","368","2784","outside context GC"
"Screenshot_20260712_215119_WH 40K.jpg","KAHL","unit","LoV","000002594","Kâhl","368","2784","outside context GC"
"Screenshot_20260712_215122_WH 40K.jpg","KAPRICUS CARRIER","unit","LoV","000004147","Kapricus Carrier","368","2784","outside context GC"
"Screenshot_20260712_215123_WH 40K.jpg","STRATEGIST","unit","LoV","000004141","Memnyr Strategist","368","2784","fuzzy2 rel=0"
"Screenshot_20260712_215127_WH 40K.jpg","KAPRICUS DEFENDERS","unit","LoV","000004146","Kapricus Defenders","368","2784","outside context GC"
"Screenshot_20260712_215130_WH 40K.jpg","SAGITAUR","unit","LoV","000002602","Sagitaur","368","2784","outside context GC"
"Screenshot_20260712_215132_WH 40K.jpg","THE DESTINED","unit","LoV","000002593","Ûthar the Destined","368","2784","fuzzy2 rel=0"
